=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\packlist.txt === 
The Masters of Magic Mod
MoM scenario pack
1

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\SURROGATES.txt === 
mom surrogate register

Primary structured source: H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\momjr_csv

Hidden surrogate-backed tile improvements retained only for compatibility:
- TILEIMP_ADVANCED_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.
- TILEIMP_AIR_BASES: Stock air-logistics tile improvement retained for compatibility only; hidden because MoMJR does not define an airbase tile-improvement lane.
- TILEIMP_AUTOMATED_FISHERIES: Stock ocean-food surrogate retained for compatibility only; hidden because MoMJR does not define this fisheries upgrade lane.
- TILEIMP_DRILLING_PLATFORM: Stock offshore-oil surrogate retained for compatibility only; hidden because MoMJR has no drilling-platform tile-improvement analogue.
- TILEIMP_FISHERIES: Stock fisheries surrogate retained for compatibility only; hidden because MoMJR does not define this tile-improvement lane.
- TILEIMP_LISTENING_POSTS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this listening-post lane.
- TILEIMP_MAGLEV: Stock transport upgrade retained only as a hidden residue; MoMJR uses the remapped Enchanted Road lane instead.
- TILEIMP_MEGA_MINES: Stock late-industrial mining surrogate retained for compatibility only; hidden because MoMJR does not define this CTP2 mega-mine lane.
- TILEIMP_MEGA_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no mega undersea-mine tile-improvement analogue.
- TILEIMP_PORT: Stock ocean-port surrogate retained for compatibility only; hidden because MoMJR's Port is sourced from a city improvement rather than a tile-improvement lane.
- TILEIMP_RADAR_STATIONS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this radar-station lane.
- TILEIMP_SONAR_BUOYS: Stock ocean-detector surrogate retained for compatibility only; hidden because MoMJR does not define this sonar-buoy lane.
- TILEIMP_UNDERSEA_MINES: Stock undersea-mine surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.

Visible remaps:
- TILEIMP_RAILROAD: remapped to Enchanted Road and ADVANCE_GREATER_ENCHANTMENTS.

Dynamic logic donor references live under:
- H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\slic_translation_artifacts

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\temp_descriptions.txt === 
DESCRIPTION_UNIT_CARAVAN	"junkstring_DESCRIPTION_UNIT_CARAVAN"
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_0		"We officially request you reduce your bio-weapons arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_1		"We kindly request a {value[0].value} percent reduction in your biological weapons arsenal."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_2		"We humbly ask that you reduce your bio-weapons arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_3		"We insist you scale back your biological warfare arsenal by a factor of {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_4		"We demand a {value[0].value} percent reduction in your biological weapons arsenal."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_EX_0		"In exchange, we would like to see a {value[0].value} percent reduction in your biological weapons arsenal."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_EX_1		"In exchange, we request you reduce your arsenal of bio-weapons by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_EX_2		"In exchange, we implore you to minimize the threat to our livelihood your biological weapons represent and reduce your arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_EX_3		"In exchange, we emphatically urge you to scale back your bio-weapons arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_BIO_WEAPONS_EX_4		"In exchange, we demand a {value[0].value} percent reduction of bio-weapons in your arsenal.  This is a non-negotiable request."

DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_0			"In the interest of peace, we will scale back our nano-tech arsenal by {value[0].value} percent."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_1			"In the interest of friendship, we vow to reduce our nano-tech weapons by {value[0].value} percent."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_2			"We will reduce our nano-tech weapons by {value[0].value} percent.  We do not want to upset you with the threat of unconventional warfare."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_3			"We are willing to reduce our nano-tech arsenal by {value[0].value} percent, if it makes weak empires such as yours feel more comfortable."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_4			"We will reduce nano-tech weapons by {value[0].value} percent.  Do not ask for more than that."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_EX_0		"In exchange, we will make the world a safer place by reducing our nano-tech weapons by {value[0].value} percent."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_EX_1		"In exchange, we commit to a more peaceful world by reducing our nano-tech weapons {value[0].value} percent."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_EX_2		"In exchange, we promise to reduce our nano-tech arsenal by {value[0].value} percent.  We hope this is enough to meet your expectations."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_EX_3		"In exchange, we will set an example for all by reducing our nano-technological weapons arsenal by {value[0].value} percent."
DIP_DETAILS_OFFER_REDUCE_NANO_WEAPONS_EX_4		"In exchange, we will reduce our nano-tech arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_0		"We request a {value[0].value} percent reduction in your nano-tech arsenal."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_1		"In the spirit of friendship, we request a {value[0].value} percent reduction in your nano-technological weapons arsenal."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_2		"We ask that a great empire such as yours show restraint and mercy by reducing your nano-tech arsenal {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_3		"We think it is best if you scale back your nano-tech weapon arsenal immediately.  A reduction of {value[0].value} percent will be sufficient."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_4		"We demand you reduce your nano-tech weapons arsenal by {value[0].value} percent.  We do not want to ask for this again."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_EX_0		"In exchange, we ask for a {value[0].value} percent reduction in your nano-technological weapons.  Peace and safety must prevail in this world."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_EX_1		"we ask for you to reduce your nano-tech weapon arsenal.  A reduction of {value[0].value} percent should amiably satisfy our request."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_EX_2		"In exchange, we must ask for your mercy.  Please reduce your nano-tech weapons arsenal by {value[0].value} percent."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_EX_3		"In exchange, we insist on a {value[0].value} percent reduction in your nano-tech weapons arsenal.  Please do not make us take action."
DIP_DETAILS_REQUEST_REDUCE_NANO_WEAPONS_EX_4		"In exchange, we demand a {value[0].value} percent reduction of nano-technological weapons in your arsenal.  Do this and we will not soon forget your willingness to comply."

DIP_DETAILS_OFFER_GIVE_ADVANCE_0			"We offer you {advance[0].name}, and hope you recognize the kind gesture this gift represents."
DIP_DETAILS_OFFER_GIVE_ADVANCE_1			"As a gesture of friendship, we offer to give your nation the {advance[0].name} advance."
DIP_DETAILS_OFFER_GIVE_ADVANCE_2			"We humbly offer you {advance[0].name}.  We hope it pleases you."
DIP_DETAILS_OFFER_GIVE_ADVANCE_3			"Because we are so generous, we offer to give you {advance[0].name}."
DIP_DETAILS_OFFER_GIVE_ADVANCE_4			"We can give you the secret of {advance[0].name}.  This is more than generous."
DIP_DETAILS_OFFER_GIVE_ADVANCE_EX_0			"In exchange, we will give you {advance[0].name} out of the kindness of our hearts."
DIP_DETAILS_OFFER_GIVE_ADVANCE_EX_1			"In exchange, we will share our discovery of {advance[0].name} with you so that your civilization may advance further."
DIP_DETAILS_OFFER_GIVE_ADVANCE_EX_2			"In exchange, we will offer you our research in the field of {advance[0].name} as a token of our esteem."
DIP_DETAILS_OFFER_GIVE_ADVANCE_EX_3			"In exchange, we will reveal {advance[0].name} to you.  It will certainly be ages before you discover it on your own!"
DIP_DETAILS_OFFER_GIVE_ADVANCE_EX_4			"In exchange, we will let you in on the secret to {advance[0].name}.  That is all!"
DIP_DETAILS_REQUEST_GIVE_ADVANCE_0			"What nation would keep its scientific achievements secret for so long?  Certainly not one such as yours.  Please share with us your research on {advance[0].name} with us."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_1			"As friendly nations, we should strive to help each other succeed.  Would you share your research on {advance[0].name} with us?"
DIP_DETAILS_REQUEST_GIVE_ADVANCE_2			"Could you share with us the discovery of {advance[0].name} and, through your kind stewardship, allow us to follow in your footsteps?"
DIP_DETAILS_REQUEST_GIVE_ADVANCE_3			"Grant us the secret to your discovery of {advance[0].name} if you know what's best for you.  Your generosity will be well regarded."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_4			"We demand that you give us {advance[0].name} at once!!  Such precious information should not be hoarded by a nation such as yours."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_EX_0			"In exchange, we request you make {advance[0].name} available to our nation so that we may enjoy it as well."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_EX_1			"In exchange, we request that you share {advance[0].name} with us, as a gesture of friendship."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_EX_2			"In exchange, we hope that your boundless generosity will allow you to divulge the secrets of {advance[0].name} so that we may also enjoy its benefits."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_EX_3			"In exchange, we ask that you give us {advance[0].name} without delay."
DIP_DETAILS_REQUEST_GIVE_ADVANCE_EX_4			"In exchange, we firmly demand that you give us all that you know about {advance[0].name}.  Your nation is incapable of fully exploiting such a discovery, and has no right to hoard it."

DIP_DETAILS_OFFER_GIVE_GOLD_0				"We offer you {gold[0].value} gold so that you may share in our prosperity."
DIP_DETAILS_OFFER_GIVE_GOLD_1				"Honored friend, we gladly offer an aid package of {gold[0].value} gold as a symbol of our goodwill."
DIP_DETAILS_OFFER_GIVE_GOLD_2				"We happily offer aid in the form of {gold[0].value} gold to a nation such as yours."
DIP_DETAILS_OFFER_GIVE_GOLD_3				"We will part with as much as {gold[0].value} gold.  Don't get used to it."
DIP_DETAILS_OFFER_GIVE_GOLD_4				"We'll give you {gold[0].value} gold.  This is more than generous."
DIP_DETAILS_OFFER_GIVE_GOLD_EX_0			"In exchange, we will grant you an aid package of {gold[0].value} gold."
DIP_DETAILS_OFFER_GIVE_GOLD_EX_1			"In exchange, and in the spirit of sharing the wealth, we offer you {gold[0].value} gold."
DIP_DETAILS_OFFER_GIVE_GOLD_EX_2			"In exchange, we humbly offer aid in the amount of {gold[0].value} gold.  We hope this is enough to please you."
DIP_DETAILS_OFFER_GIVE_GOLD_EX_3			"In exchange, we offer you {gold[0].value} gold as aid."
DIP_DETAILS_OFFER_GIVE_GOLD_EX_4			"In exchange, we will give you an aid package of {gold[0].value} gold.  This should be sufficient."
DIP_DETAILS_REQUEST_GIVE_GOLD_0				"Won't a generous and prosperous nation such as yours grant us aid in the form of {gold[0].value} gold to help us weather some rough times?"
DIP_DETAILS_REQUEST_GIVE_GOLD_1				"We call upon your kindness to grant us an aid package of {gold[0].value} gold.  Such a gift would be a testament to the goodwill our nation's share."
DIP_DETAILS_REQUEST_GIVE_GOLD_2				"We beseech you to have mercy on us in our time of great need by giving us aid in the form of {gold[0].value} gold."
DIP_DETAILS_REQUEST_GIVE_GOLD_3				"Nations as great as ours do not come cheap.  We ask that you give us {gold[0].value} gold."
DIP_DETAILS_REQUEST_GIVE_GOLD_4				"Give us aid in the form of {gold[0].value} gold or you will suffer our wrath.  Do not test our patience!"
DIP_DETAILS_REQUEST_GIVE_GOLD_EX_0			"In exchange, we request {gold[0].value} gold to strengthen the relationship between our great nations."
DIP_DETAILS_REQUEST_GIVE_GOLD_EX_1			"In exchange, we ask that you kindly give our nation aid in the form of {gold[0].value} gold as a gesture of goodwill."
DIP_DETAILS_REQUEST_GIVE_GOLD_EX_2			"In exchange, we implore you to give us {gold[0].value} gold so that we may continue to provide for the children of our nation."
DIP_DETAILS_REQUEST_GIVE_GOLD_EX_3			"In exchange, we ask for {gold[0].value} gold for having to deal with a nation as worthless as yours."
DIP_DETAILS_REQUEST_GIVE_GOLD_EX_4			"In exchange, we demand {gold[0].value} gold as proof of your devotion to us."

DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_0			"We offer you tribute in the amount of {gold[0].value} gold every turn, so that your nation may continue to prosper."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_1			"Because we are friendly nations, we offer your nation tribute of {gold[0].value} every turn."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_2			"We offer a tribute of {gold[0].value} every turn.  We hope that this commitment of resources may win us favor with your nation."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_3			"We offer you a tribute of {gold[0].value} gold every turn."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_4			"We will grant you tribute of {gold[0].value} gold every turn."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_EX_0			"In exchange, we will give you a tribute of {gold[0].value} gold every turn, in order that your empire may advance."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_EX_1			"In exchange, we happily offer a tribute of {gold[0].value} gold every turn to a nation as esteemed as yours."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_EX_2			"In exchange, we respectfully offer up a tribute of {gold[0].value} gold every turn.  We hope this is satisfactory."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_EX_3			"In exchange, we'll part with {gold[0].value} gold every turn.  As a tribute, it is more than enough."
DIP_DETAILS_OFFER_GIVE_ANNUAL_GOLD_EX_4			"In exchange, we'll give you tribute of {gold[0].value} gold every turn.  You are scarcely worthy of such generosity!"
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_0			"We ask for a tribute of {gold[0].value} gold every turn.  Your regard with us will increase as a result."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_1			"We ask you to pay tribute of {gold[0].value} gold every turn, so that our nation may enjoy prosperity.  We come in the spirit of goodwill and friendship."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_2			"We humbly request tribute in the amount of {gold[0].value} gold every turn.  Please grant us mercy in our time of need."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_3			"We require a tribute of {gold[0].value} gold every turn for tolerating your existence."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_4			"We demand {gold[0].value} gold every turn as tribute.  Comply!"
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_EX_0		"In exchange, we must ask for tribute.  {gold[0].value} gold every turn would be an expression of gratitude not soon forgotten by us."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_EX_1		"In exchange, we request a tribute of {gold[0].value} gold every turn.  Our friendship may very well depend on this."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_EX_2		"In exchange, we feel compelled to beg for a tribute of {gold[0].value} gold every turn.  Please have mercy on us."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_EX_3		"In exchange, we urge you to take steps to win our favor.  A tribute of {gold[0].value} gold every turn will go a long way towards that end."
DIP_DETAILS_REQUEST_GIVE_ANNUAL_GOLD_EX_4		"In exchange, we demand {gold[0].value} gold every turn as tribute.  Your devotion to us will be measured by the swiftness of your compliance."

DIP_DETAILS_OFFER_REDUCE_POLLUTION_0			"We offer to reduce the pollution levels in our empire to {value[0].value} p.u. or below.  We are committed to a clean environment."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_1			"We offer to make the world a better place by reducing our empire's pollution levels to {value[0].value} p.u. or below."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_2			"We pledge to reduce pollution levels to {value[0].value} p.u. or below in order to please our neighbors."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_3			"We will clean up our cities and reduce overall pollution to {value[0].value} p.u. or below."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_4			"We will reduce pollution to {value[0].value} p.u. or below.  This should be enough for you."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_EX_0			"In exchange, we will gladly reduce pollution in our empire to {value[0].value} p.u. or below."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_EX_1			"In exchange, we will make every effort to reduce pollution to {value[0].value} p.u. or below.  We are willing to share the burden of ecological responsibility."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_EX_2			"In exchange, we will swiftly reduce our pollution level to {value[0].value} p.u. or below in order to meet your standards."
DIP_DETAILS_OFFER_REDUCE_POLLUTION_EX_3			"In exchange, we'll cut our own pollution levels to {value[0].value} p.u. or below.  What more could you ask for?"
DIP_DETAILS_OFFER_REDUCE_POLLUTION_EX_4			"In exchange, we will reduce pollution to {value[0].value} p.u. or below.  This is our final offer."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_0			"We request you demonstrate a commitment to a cleaner world.  Reduce your empire's pollution level to {value[0].value} p.u. or below."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_1			"We ask you, as friends, to pursue a reduction in your nation's pollution levels.  {value[0].value} p.u. or below should be sufficient."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_2			"We beseech you:  reduce your great empire's pollution to {value[0].value} or below!  Our future depends on it."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_3			"We strongly urge you to reduce your pollution levels to {value[0].value} p.u. across your empire.  Your filthy habits are taxing the world's resources."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_4			"Reduce your empire's pollution levels to {value[0].value} p.u. or below!  We can no longer tolerate such disregard for the environment!"
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_EX_0		"In exchange, we ask for a reduction in your empire's pollution to {value[0].value} p.u. or below.  Our world must be clean in order to prosper."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_EX_1		"In exchange, we implore you, as a friendly nation, to reduce your pollution levels to {value[0].value} p.u. or less."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_EX_2		"In exchange, we humbly request that you reduce pollution in your empire to {value[0].value} p.u. or less.  Our children will thank you."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_EX_3		"In exchange, we must insist on a reduction in pollution to {value[0].value} p.u. or less across your empire.  Your people will not prevail with such a disregard for life."
DIP_DETAILS_REQUEST_REDUCE_POLLUTION_EX_4		"In exchange, we demand a reduction of pollution levels in your empire!  A reduction to {value[0].value} p.u. or less is the minimum we will accept!"

DIP_DETAILS_OFFER_MAP_0					"We offer our map, so that you may share the benefits of our exploration."
DIP_DETAILS_OFFER_MAP_1					"Friendly nation, we offer our map as a indicator of our high regard for you."
DIP_DETAILS_OFFER_MAP_2					"We hope that offering our map is enough to satisfy a nation as great as yours."
DIP_DETAILS_OFFER_MAP_3					"We will reveal our map to you, so that you can bask in the greatness that is our nation!"
DIP_DETAILS_OFFER_MAP_4					"We offer our map, knowing full well that you are far too foolish to put it to good use."
DIP_DETAILS_OFFER_MAP_EX_0				"In exchange, we will grant you full access to our map, so that you may know the bounds of our empire."
DIP_DETAILS_OFFER_MAP_EX_1				"In exchange, we offer our map to you, in the spirit of friendship."
DIP_DETAILS_OFFER_MAP_EX_2				"In exchange, we humbly offer our map."
DIP_DETAILS_OFFER_MAP_EX_3				"In exchange, we offer you the privilege of seeing our maps.  Perhaps they will be of some use to you."
DIP_DETAILS_OFFER_MAP_EX_4				"In exchange, we'll let you see our maps."
DIP_DETAILS_REQUEST_MAP_0				"Would you grant us your map so that we can benefit from the labors of your intrepid explorers?"
DIP_DETAILS_REQUEST_MAP_1				"Friend, would you be so kind as to share the fruits of your exploration with us by giving us your map?"
DIP_DETAILS_REQUEST_MAP_2				"Would you grant us access to your map so that we may see the extent of your extraordinary empire?"
DIP_DETAILS_REQUEST_MAP_3				"Show us your map so that we may know the extent of your empire."
DIP_DETAILS_REQUEST_MAP_4				"Reveal your puny nation to us at once!!  Show us your map!!"
DIP_DETAILS_REQUEST_MAP_EX_0				"In exchange, we request access to your nation's map."
DIP_DETAILS_REQUEST_MAP_EX_1				"In exchange, we request that you reveal your map to us, so that we can share in the benefits of your nation's exploration."
DIP_DETAILS_REQUEST_MAP_EX_2				"In exchange, we ask for the privilege of seeing your map so that we may know more of the world around us."
DIP_DETAILS_REQUEST_MAP_EX_3				"In exchange, we desire access to your map, so that we can know the full extent of your exploration."
DIP_DETAILS_REQUEST_MAP_EX_4				"In exchange, we demand full disclosure of your map of the world.  Anything less would be an insult."

DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_0		"We have no intention of breaking our promises. Therefore, we will honor our military pact with you by attacking {player[2].country_name}."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_1		"We intend to honor our agreement to support you militarily.  We will attack {player[2].country_name} in your defense."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_2		"We offer to attack {player[2].country_name}, in order that we honor our military pact with you."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_3		"We offer to attack {player[2].country_name} as part of our military agreement."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_4		"We will not hesitate to attack {player[2].country_name}.  We are not the kind of nation who goes back on our word!"
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_EX_0		"In exchange, we promise to honor our pact with you and attack the {player[2].civ_name_plural}."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_EX_1		"In exchange, we will honor our commitment to support you militarily by attacking the {player[2].civ_name_singular}.  We signed the pact as friends, and will aid you as a friendly nation would."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_EX_2		"In exchange, we will honor our military pact by immediately attacking {player[2].country_name}."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_EX_3		"In exchange, we will abide by the military agreement we signed and attack {player[2].country_name}.  Breaking commitments is not becoming of a great nation."
DIP_DETAILS_OFFER_HONOR_MILITARY_AGREEMENT_EX_4		"In exchange, we will attack {player[2].country_name} as stipulated in our military agreement with you."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_0		"We ask that you honor your military pact with us by attacking the {player[2].civ_name_plural}.  Our regard for you hangs in the balance."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_1		"Friends, we request you maintain your military pact with us and attack the {player[2].civ_name_plural}.  You agreed to protect us from harm.  We hope you are honorable people."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_2		"We beg of you to honor your military pact with us by attacking {player[2].country_name}.  We need your help!"
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_3		"We emphatically urge you to keep you word.  You signed a military agreement with us and we expect you to honor it!  Attack the {player[2].civ_name_plural} at once!"
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_4		"We demand you honor the military pact you signed with us.  Attack {player[2].country_name} with all speed!"
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_EX_0	"In exchange, we ask that you maintain your military agreement with us and attack the {player[2].civ_name_plural}.  We signed a pact together and expect that you will honor it."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_EX_1	"In exchange, we request you honor the military pact you signed with us and attack the {player[2].civ_name_plural}.  You do not want to jeopardize our friendship."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_EX_2	"In exchange, we ask you to please honor the military pact you signed with us by attacking {player[2].country_name}."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_EX_3	"In exchange, we strongly urge you to keep your word.  We signed a military pact together and fully expect you to honor your agreement to attack the {player[2].civ_name_plural}."
DIP_DETAILS_REQUEST_HONOR_MILITARY_AGREEMENT_EX_4	"In exchange, we demand you honor the military pact we both signed and attack the {player[2].civ_name_plural}.  The consequences of treachery are dire indeed."

DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_0		"We offer to honor our pollution pact by keeping pollution levels in our nation below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_1		"As friends, we agreed to keep pollution levels below {value[0].value}.  Consider this n affirmation of our commitment to this pact."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_2		"We intend to honor our pollution agreement with you.  We will make every effort to keep pollution levels below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_3		"We are not the type of nation who violates their agreements.  Therefore, we will make good on our pact to keep pollution below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_4		"We will honor our pollution pact.  Our pollution levels will never exceed {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_EX_0	"In exchange, we will unerringly strive to keep our nation's pollution levels to below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_EX_1	"In exchange, we will maintain our commitment to the pollution pact we signed.  As stipulated in the agreement, our pollution levels will drop to below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_EX_2	"In exchange, we vow to honor our pollution pact.  Pollution will not exceed {value[0].value} as per our agreement with you."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_EX_3	"In exchange, we will honor our pollution pact.  Though it is a lot to ask of a nation as large as ours, pollution will stay below {value[0].value}."
DIP_DETAILS_OFFER_HONOR_POLLUTION_AGREEMENT_EX_4	"In exchange, we will keep our word.  Pollution must stay below {value[0].value}."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_0		"We request you honor your agreement to keep pollution levels in your empire below {value[0].value}.  We trust that you will not disappoint us."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_1		"We kindly ask that you honor your pollution agreement with us.  In the interest of friendship, keep your empire's pollution level below {value[0].value}."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_2		"We humbly request you maintain your agreement to keep pollution levels below {value[0].value}.  We expect a great nation such as yours to be honorable."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_3		"We insist you keep your pollution pact with us.  Your empire's pollution levels should stay below {value[0].value}."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_4		"We demand you honor your pact with us!  Keep your empire's pollution levels below {value[0].value}!"
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_EX_0	"In exchange, we ask you to honor your agreement with us to keep pollution in your empire below {value[0].value}."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_EX_1	"In exchange, we request you honor your pollution agreement.  Keep pollution levels below {value[0].value}, so that we may enjoy a cleaner world."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_EX_2	"In exchange, we beg you to keep your pollution pact with us.  You agreed to keep pollution levels below {value[0].value} and we hope you are true to your word."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_EX_3	"In exchange, we must insist you honor your pact to keep pollution levels below {value[0].value}.  Do not go back on your word with us."
DIP_DETAILS_REQUEST_HONOR_POLLUTION_AGREEMENT_EX_4	"In exchange, we demand you honor the pollution pact we signed together.  Your empire's pollution levels must not exceed {value[0].value}!"

DIP_DETAILS_OFFER_END_EMBARGO_0				"We offer to end our trade embargo against you.  Our nations should seek to benefit each other economically."
DIP_DETAILS_OFFER_END_EMBARGO_1				"We will gladly end our trade embargo against you."
DIP_DETAILS_OFFER_END_EMBARGO_2				"We will quickly end our embargo against you.  We did not intend to anger you."
